tenure,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,Contract,InternetService,PaymentMethod,PaperlessBilling,Churn
65,41.63365902687512,2673.5283516650543,1,1,1,One year,Fiber optic,Credit card (automatic),1,1
39,27.785700271645005,1146.2827282001333,1,1,1,Month-to-month,No,Electronic check,1,0
16,75.61593298259662,1189.3180050926387,0,1,0,One year,Fiber optic,Mailed check,0,0
0,73.36778335394334,4.734750885740555,0,1,0,One year,Fiber optic,Bank transfer (automatic),0,0
60,36.838500933487296,2226.5561430606394,0,0,0,Month-to-month,DSL,Bank transfer (automatic),0,0
42,23.624669431517248,1000.9285062416553,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
41,26.070845419398598,1143.6082193955135,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
24,117.27709865127338,2778.655816194424,1,1,0,Month-to-month,DSL,Electronic check,1,1
38,96.35838947428837,3656.5084614753873,1,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
34,110.19874759651726,3758.3787032614555,0,1,0,Two year,DSL,Credit card (automatic),1,0
2,37.50547222363633,72.56115938898813,0,1,0,Month-to-month,DSL,Electronic check,0,1
43,114.0568536323435,4843.489645815218,0,1,0,Two year,Fiber optic,Mailed check,0,0
50,32.26543514731621,1539.6449815228088,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
11,68.9081828566471,683.3161475478607,0,1,0,Month-to-month,DSL,Electronic check,1,1
18,100.9695684417064,1853.7649694428383,0,0,0,Two year,DSL,Electronic check,1,0
43,52.98033545115794,2237.1342748653237,0,1,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
58,60.48285331769005,3531.4692376230882,1,1,0,Two year,DSL,Electronic check,1,0
48,30.818511029909786,1483.62568132658,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
60,30.292187999897273,1768.788423217754,0,0,0,Two year,No,Credit card (automatic),0,0
16,79.95682247786596,1231.8142061868768,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
56,85.55323686200568,4797.6819222930235,0,1,0,Month-to-month,DSL,Electronic check,0,1
54,95.73325140821933,5173.479811521958,1,1,0,One year,DSL,Credit card (automatic),1,0
46,73.66820526817536,3413.3390541499202,0,0,0,Two year,DSL,Electronic check,0,0
11,82.5759292261306,885.459993598507,1,1,0,Month-to-month,DSL,Credit card (automatic),1,0
61,19.351727169972005,1138.1199684179073,0,1,0,Two year,DSL,Mailed check,1,0
7,34.21707271371881,245.01303524579586,0,1,0,One year,DSL,Bank transfer (automatic),0,0
20,116.49147660169047,2400.82548825614,0,1,1,Month-to-month,No,Mailed check,1,0
69,25.599350631583178,1672.5212402342584,1,1,0,Month-to-month,No,Electronic check,1,0
71,85.8788222260245,6057.443744449051,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
24,35.608263303171626,884.1203263902901,0,0,1,Month-to-month,DSL,Mailed check,1,0
11,89.6718585767642,997.2147260687682,0,0,1,Month-to-month,No,Bank transfer (automatic),1,0
14,88.59904029619935,1270.6375288379663,0,1,0,One year,DSL,Credit card (automatic),0,0
58,41.41990597880902,2380.871795539434,0,0,0,One year,DSL,Bank transfer (automatic),0,0
25,44.96343992192042,1043.4901971825755,1,1,0,Month-to-month,DSL,Mailed check,1,0
25,83.47707136020883,2170.5014198985536,1,0,0,Month-to-month,Fiber optic,Mailed check,1,1
46,57.00860387802136,2676.5875728845276,0,0,0,Two year,Fiber optic,Mailed check,1,0
31,37.45479696999113,1159.8897981986688,0,0,1,Month-to-month,DSL,Electronic check,0,0
9,91.16795987874818,778.4286080601855,0,0,0,Month-to-month,DSL,Mailed check,1,0
15,33.41475243363342,476.69290777243435,0,1,1,One year,No,Mailed check,1,0
70,103.56436641449466,7260.959824605115,0,0,0,One year,Fiber optic,Electronic check,1,0
16,69.46695240518275,1098.8896251486262,0,0,1,Two year,DSL,Credit card (automatic),1,0
22,28.57006038793007,627.8163703087089,0,0,0,Two year,Fiber optic,Mailed check,0,0
25,87.40723335309843,2265.6876940362545,0,1,0,Two year,DSL,Bank transfer (automatic),0,0
6,69.91630395745405,465.68158440970035,0,0,1,Month-to-month,Fiber optic,Credit card (automatic),1,0
13,47.80575717948095,562.9359198999205,0,0,0,Month-to-month,DSL,Credit card (automatic),1,0
6,60.25393802238548,365.369578248081,0,0,0,One year,Fiber optic,Bank transfer (automatic),0,0
8,47.83377435874988,356.6520193781433,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
47,44.3025835742784,2097.1185842784957,0,0,0,Month-to-month,No,Electronic check,0,0
71,34.360842084371214,2436.453217664914,0,1,0,Month-to-month,DSL,Mailed check,1,0
58,54.276713313747585,3296.434311135697,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
38,43.09872063160707,1659.214466877866,0,1,1,Month-to-month,No,Electronic check,1,0
17,86.34344870539171,1461.129427683319,0,1,0,Month-to-month,Fiber optic,Electronic check,0,0
58,86.38767411633063,5102.635401613851,0,0,0,Month-to-month,No,Credit card (automatic),0,0
16,68.18402425556384,1101.2218610316504,0,0,0,Two year,No,Electronic check,0,0
13,95.79445274703211,1169.3916709074,0,1,1,One year,Fiber optic,Electronic check,1,1
30,102.13397190060482,3057.7968080380438,0,0,0,Two year,DSL,Electronic check,0,0
23,75.97664574342731,1778.1480144674308,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
59,79.89351627634338,4737.943934449175,1,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
44,46.28859097863652,2086.956738278423,1,0,0,Month-to-month,Fiber optic,Electronic check,0,1
2,107.48692007055197,222.65966357666156,1,1,0,One year,Fiber optic,Mailed check,0,1
36,20.420604442252984,739.2973084993406,0,1,0,Two year,Fiber optic,Credit card (automatic),1,0
42,52.86024694428457,2150.006606575442,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
39,90.1800421549856,3593.4427569375466,0,0,0,Two year,Fiber optic,Electronic check,0,1
54,26.008950967116125,1389.2031732143241,0,1,1,Month-to-month,DSL,Credit card (automatic),0,0
38,36.31695274282926,1331.0674635463956,0,1,0,Month-to-month,No,Bank transfer (automatic),0,0
14,76.92857278628512,1208.395413417917,0,0,0,One year,No,Bank transfer (automatic),1,1
3,73.9993671463558,306.0023858512051,0,1,0,Month-to-month,Fiber optic,Mailed check,1,1
24,91.8928296130955,2183.0404646014244,0,1,0,Month-to-month,DSL,Electronic check,1,0
12,99.26126390881718,1097.101599693035,0,0,0,Month-to-month,DSL,Mailed check,1,0
32,30.857957851166912,951.5310801736146,0,0,0,One year,DSL,Credit card (automatic),1,0
15,19.838098977524204,376.52826447585824,0,1,0,One year,DSL,Electronic check,1,1
41,86.96385196589061,3574.353595786783,1,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
65,48.139179576635925,3061.574855149536,0,1,0,Two year,DSL,Credit card (automatic),0,0
54,80.59839139179536,4391.512212268324,0,1,0,Month-to-month,DSL,Electronic check,1,0
41,33.05445880622247,1344.7399096244692,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
33,64.90400466659628,2109.397055608069,0,1,0,Month-to-month,No,Credit card (automatic),1,1
29,68.4424746063437,1956.1897396039794,0,1,1,Two year,DSL,Credit card (automatic),0,0
12,76.50778163732161,983.4130050547034,0,1,0,Month-to-month,Fiber optic,Electronic check,1,0
12,69.31700163305644,859.1358370143812,0,0,0,One year,No,Bank transfer (automatic),1,0
17,67.5690770228714,1074.371425048329,1,0,1,Two year,No,Mailed check,1,0
31,51.27341539838555,1607.8353163557997,0,1,1,One year,Fiber optic,Electronic check,1,0
38,25.118023631808622,959.8656519960426,0,1,0,Month-to-month,DSL,Credit card (automatic),1,0
45,26.95201967968423,1191.8204990062532,0,1,0,One year,DSL,Electronic check,1,0
28,61.377827440715365,1700.1951121670663,0,0,1,One year,DSL,Mailed check,1,0
61,53.5793127820993,3225.085458203853,0,1,1,Month-to-month,Fiber optic,Mailed check,1,1
61,69.61348046744978,4213.2959899365505,0,0,1,Month-to-month,Fiber optic,Credit card (automatic),1,1
56,48.4838169256267,2729.5799202618978,0,1,0,One year,Fiber optic,Bank transfer (automatic),1,0
15,86.79100914553243,1287.986641832802,0,1,0,Month-to-month,DSL,Mailed check,1,0
55,104.39548220095105,5769.035602961825,0,0,0,Month-to-month,Fiber optic,Electronic check,0,0
9,47.886318878686765,391.72788828598755,0,0,1,One year,DSL,Bank transfer (automatic),1,0
29,37.29840079390286,1117.028353841724,0,0,1,Two year,Fiber optic,Mailed check,0,0
24,29.618057425408914,776.5556069326218,0,1,1,Month-to-month,Fiber optic,Electronic check,1,1
4,79.62540405708125,318.16243422835896,0,1,0,Month-to-month,Fiber optic,Electronic check,1,1
64,62.38559911405694,4018.70967381339,0,0,0,One year,DSL,Credit card (automatic),0,0
48,36.801571719628896,1794.4575861372653,0,0,0,One year,DSL,Credit card (automatic),0,0
2,83.31367332918553,141.522445477938,0,1,1,Two year,DSL,Electronic check,1,0
44,32.84831830052844,1473.4942536148537,0,1,0,One year,Fiber optic,Credit card (automatic),1,0
13,73.43007058479526,841.1691959509055,0,0,1,One year,DSL,Credit card (automatic),1,0
29,70.71483816252646,1917.4019796046678,0,1,0,Two year,Fiber optic,Mailed check,0,0
67,91.42278011860833,6108.852354747377,0,0,0,Month-to-month,DSL,Bank transfer (automatic),1,0
17,23.510963994066675,431.35967835165314,0,1,1,Month-to-month,DSL,Mailed check,1,0
61,106.78729318513304,6509.772217780537,1,0,0,One year,Fiber optic,Bank transfer (automatic),1,0
36,88.29917261468195,3216.063895577497,0,1,0,Month-to-month,Fiber optic,Mailed check,1,1
24,39.61259983487622,890.6156135795975,0,1,1,Month-to-month,DSL,Electronic check,1,0
47,36.34053486097397,1752.1471084647462,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
64,61.16602141437834,3996.066001240925,0,0,1,One year,Fiber optic,Mailed check,0,0
52,99.75653295445969,5152.51918788661,0,0,0,Two year,DSL,Bank transfer (automatic),1,0
14,102.29499931391071,1470.6799284699664,0,0,1,Month-to-month,DSL,Credit card (automatic),1,1
48,70.0456092139383,3363.3301579605445,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
67,104.08108626867374,6995.524807247933,0,1,0,Month-to-month,No,Mailed check,1,0
11,18.544370919169058,285.32865844591413,0,0,0,One year,DSL,Credit card (automatic),1,0
58,21.51746315315966,1264.3780265420396,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
36,109.18215936367427,3968.7798431421247,0,0,0,Two year,No,Mailed check,0,0
60,95.53319298859161,5668.839347256513,1,1,1,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
42,63.07060582503857,2685.647483949259,0,1,1,Month-to-month,DSL,Electronic check,0,0
69,93.36101314779872,6522.410264740818,1,1,1,Month-to-month,Fiber optic,Electronic check,1,1
38,113.56394617234216,4269.254923403341,0,0,0,Month-to-month,DSL,Credit card (automatic),0,1
55,95.20895238812851,5220.341224064659,0,0,0,Two year,Fiber optic,Credit card (automatic),0,0
62,102.2371333818322,6373.008601384808,0,0,0,Two year,DSL,Bank transfer (automatic),1,0
45,94.06065813900618,4255.118822645276,0,1,1,Month-to-month,DSL,Electronic check,0,0
10,34.82110924335416,280.22470484523757,0,1,0,Two year,DSL,Bank transfer (automatic),1,0
61,101.35741096457367,6191.047637459586,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
24,37.510882002421,883.627077796556,1,1,0,Month-to-month,No,Bank transfer (automatic),1,0
70,107.2611328044147,7459.846539694174,0,0,0,Two year,Fiber optic,Credit card (automatic),1,1
51,63.864989808107595,3324.9507236331206,0,0,1,Month-to-month,DSL,Electronic check,0,0
3,85.69767523110285,257.3660445719705,0,1,0,Month-to-month,Fiber optic,Mailed check,1,0
58,67.72408478806435,3977.1493503530373,0,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
71,27.399092941660204,1886.6649475456084,1,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
19,47.07223076206651,923.8196673553182,1,1,1,Month-to-month,Fiber optic,Mailed check,0,1
62,116.3731853997006,7268.221970922267,0,0,0,Two year,No,Mailed check,1,0
53,114.07147516698174,6033.680753832319,0,0,0,Month-to-month,DSL,Electronic check,1,0
56,50.04868976555473,2777.867621412157,0,0,0,Month-to-month,DSL,Credit card (automatic),1,0
40,117.62968042452258,4639.973629930262,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
2,102.55511954968996,161.7076051443161,0,1,0,Month-to-month,Fiber optic,Mailed check,0,1
5,79.09594994322546,372.8480854843528,1,1,0,One year,No,Credit card (automatic),1,0
4,22.01246202610095,39.254289596570864,0,0,0,Two year,No,Credit card (automatic),0,0
4,108.14468295383796,394.18139876010014,0,0,0,Two year,No,Mailed check,1,0
53,73.74292792643197,3916.2800259211303,1,0,0,Month-to-month,DSL,Electronic check,1,0
46,104.84761512027696,4836.879705452376,1,0,0,Two year,Fiber optic,Credit card (automatic),1,1
48,101.44291199057423,4923.8020265741525,0,0,1,Month-to-month,Fiber optic,Electronic check,1,0
8,101.3006215201086,772.3163044669462,0,0,1,Month-to-month,No,Mailed check,1,0
19,87.8173860714905,1669.6895959150452,1,0,0,One year,DSL,Mailed check,1,0
60,47.141513867604864,2807.6059934292966,1,1,0,Month-to-month,DSL,Electronic check,1,0
34,51.616025774451984,1730.5266138495117,1,0,0,Month-to-month,No,Electronic check,0,0
49,48.84692125826864,2377.6921801731805,0,0,0,Two year,Fiber optic,Electronic check,1,0
61,20.00459995325647,1210.4718239113215,0,1,1,Two year,No,Bank transfer (automatic),1,0
16,76.25689092148112,1232.630068058501,0,1,0,Month-to-month,DSL,Electronic check,0,0
2,87.88336704460329,159.24883576036285,0,0,0,One year,No,Electronic check,0,1
31,103.38659935252035,3266.351111430719,0,1,0,Two year,Fiber optic,Electronic check,0,0
12,32.01654333827304,298.9785009748814,0,0,1,Two year,Fiber optic,Bank transfer (automatic),1,0
67,72.41831489768018,4904.724779419036,1,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
13,18.800814067378287,225.98539957881582,1,0,1,One year,Fiber optic,Bank transfer (automatic),1,0
10,27.509364771072946,265.6520018805967,0,1,1,One year,Fiber optic,Credit card (automatic),0,0
55,23.421174420599307,1287.6838192147798,0,1,0,One year,DSL,Electronic check,0,0
66,90.54780340154869,6011.437126665012,0,0,0,One year,Fiber optic,Electronic check,1,0
28,26.105956387760315,686.9522009088249,1,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
8,89.645298155879,684.319423886057,0,0,0,Month-to-month,DSL,Bank transfer (automatic),1,0
66,42.962470441058336,2860.5510327047323,0,0,0,Two year,DSL,Mailed check,1,0
24,105.77129606969395,2453.602164203892,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
41,99.31499883638142,4070.2066207471257,1,1,0,Month-to-month,DSL,Bank transfer (automatic),1,1
8,113.78302174752766,870.3776904557218,0,1,0,One year,DSL,Electronic check,1,0
39,106.37620154580318,4098.26040156358,0,0,1,Month-to-month,No,Electronic check,1,0
24,111.33294191163472,2590.0674134659916,1,1,1,Month-to-month,DSL,Electronic check,1,0
4,103.87423965133077,454.11206135877484,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
10,87.33819006148553,881.3231955753379,0,1,0,One year,Fiber optic,Mailed check,1,0
58,35.025915212543595,1997.8890221901138,0,0,0,Two year,Fiber optic,Electronic check,1,0
37,45.170751885409295,1663.0899242766154,0,0,1,One year,Fiber optic,Mailed check,0,0
71,39.27269661302731,2733.717343812225,0,0,1,Month-to-month,No,Mailed check,0,0
4,78.35857876582057,286.6250228912573,0,0,0,Two year,Fiber optic,Bank transfer (automatic),1,0
47,68.36199379736013,3203.0963916800233,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
17,104.70799971584236,1783.2335189236107,1,1,0,Month-to-month,Fiber optic,Electronic check,0,0
69,113.26728664990756,7835.045959442368,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
36,58.485988961814435,2015.202981925377,0,0,0,Two year,DSL,Bank transfer (automatic),1,0
59,68.63505532808124,4069.227062318034,0,1,0,Month-to-month,No,Mailed check,1,0
47,115.15163568041392,5325.852065919786,0,0,1,One year,DSL,Bank transfer (automatic),1,0
27,45.62389416231436,1253.4218163120668,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
68,97.23907753588136,6601.591724717509,1,0,1,Month-to-month,Fiber optic,Mailed check,1,0
39,40.52399023352463,1635.0086114280932,0,0,0,Two year,No,Bank transfer (automatic),0,0
44,86.14601154252719,3756.700853402651,0,0,0,One year,DSL,Bank transfer (automatic),1,1
61,43.36156276385641,2684.0973291189266,0,0,1,One year,Fiber optic,Electronic check,1,0
57,106.37333888313869,6004.910655090964,0,1,1,Month-to-month,DSL,Mailed check,1,0
66,74.14779437366768,4899.04882204172,0,1,1,One year,No,Credit card (automatic),1,0
55,36.59336408743846,1910.7349763314958,0,1,1,Two year,Fiber optic,Credit card (automatic),0,0
39,40.4369175698486,1621.1929332842847,1,1,1,Month-to-month,DSL,Credit card (automatic),0,0
39,67.38491957081003,2714.3555334285684,1,1,0,One year,Fiber optic,Bank transfer (automatic),1,0
32,114.16020255748788,3618.2153707159246,0,1,1,Two year,DSL,Mailed check,0,0
5,94.96421638836544,480.952610290893,0,0,1,Two year,DSL,Credit card (automatic),1,0
18,66.83096428258452,1225.1492533262815,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
39,51.77191445622171,1941.591913935016,0,0,0,One year,DSL,Credit card (automatic),1,0
58,72.92684933484426,4192.3019265814555,0,0,1,One year,No,Electronic check,0,0
58,92.83608334286197,5343.94234295412,0,1,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
47,96.39285884528,4650.8175482499255,0,0,0,One year,Fiber optic,Credit card (automatic),1,0
40,50.46087980969447,2070.7253106057965,1,1,1,Two year,No,Bank transfer (automatic),1,0
12,90.11592682138772,1070.5369786108477,0,1,1,Two year,Fiber optic,Mailed check,0,0
44,83.77887800361862,3725.2226693609196,0,1,0,Two year,Fiber optic,Bank transfer (automatic),1,0
52,113.91122919962939,5933.946394266164,0,1,1,Month-to-month,DSL,Mailed check,1,1
41,111.10902905080148,4585.122054779348,0,1,0,Two year,No,Credit card (automatic),0,0
62,96.93793256035771,5957.476110679811,0,1,0,One year,No,Electronic check,0,0
26,90.33946888549283,2417.4950106167803,0,0,0,Month-to-month,DSL,Credit card (automatic),1,0
37,45.40415897042759,1641.5668623423037,0,0,1,One year,DSL,Credit card (automatic),1,0
59,102.59652560985333,6017.396409710424,0,0,0,Two year,No,Mailed check,0,0
6,60.750570371336615,394.0147813168922,0,0,1,Month-to-month,Fiber optic,Credit card (automatic),0,0
4,45.22405425060447,198.18425458959115,0,0,0,Two year,Fiber optic,Bank transfer (automatic),1,0
44,56.41607579534625,2483.4651717987654,0,0,1,Two year,Fiber optic,Mailed check,0,0
57,101.59354900165079,5832.812297271097,0,0,1,Month-to-month,Fiber optic,Electronic check,1,1
30,32.8633215577885,927.8468847959757,0,1,1,Two year,No,Bank transfer (automatic),0,0
22,63.615874111982244,1491.7669077973778,0,1,1,Two year,No,Electronic check,1,0
41,67.23575945294897,2731.63337666862,0,0,1,Month-to-month,No,Credit card (automatic),1,0
9,21.66296975988194,190.54617098129447,1,0,0,Month-to-month,No,Electronic check,1,0
